web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe
"1669622809-1986","https://www.autolina.ch/elektro-auto","64'900","1772","null","184","sonstiges"
"1669622809-1987","https://www.autolina.ch/elektro-auto","69'900","1213","2019","408","grau"
"1669622809-1988","https://www.autolina.ch/elektro-auto","67'940","4704","null","242","grau"
"1669622809-1989","https://www.autolina.ch/elektro-auto","41'300","9016","null","184","rot"
"1669622809-1990","https://www.autolina.ch/elektro-auto","106'100","5070","null","408","schwarz"
"1669622809-1991","https://www.autolina.ch/elektro-auto","67'900","9463","null","325","anthrazit"
"1669622809-1992","https://www.autolina.ch/elektro-auto","60'525","8610","null","136","weiss"
"1669622809-1993","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1994","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1995","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1996","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1997","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1998","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-1999","https://www.autolina.ch/elektro-auto","70'700","8408","null","325","grau"
"1669622809-2000","https://www.autolina.ch/elektro-auto","68'750","8408","null","325","schwarz"
"1669622809-2001","https://www.autolina.ch/elektro-auto","47'360","8413","null","204","grau"
"1669622809-2002","https://www.autolina.ch/elektro-auto","70'200","8408","null","325","grau"
"1669622809-2003","https://www.autolina.ch/elektro-auto","68'900","5430","null","299","grün"
"1669622809-2004","https://www.autolina.ch/elektro-auto","83'900","8832","2019","796","schwarz"
"1669622809-2005","https://www.autolina.ch/elektro-auto","49'250","1723","null","218","grau"
"1669622809-2006","https://www.autolina.ch/elektro-auto","23'900","1723","2022","82","weiss"
"1669622809-2007","https://www.autolina.ch/elektro-auto","23'900","1723","2022","82","weiss"
"1669622809-2008","https://www.autolina.ch/elektro-auto","49'450","4802","null","218","grau"
"1669622809-2009","https://www.autolina.ch/elektro-auto","38'043","3018","null","122","weiss"
"1669622809-2010","https://www.autolina.ch/elektro-auto","46'800","9487","null","204","sonstiges"
"1669622809-2011","https://www.autolina.ch/elektro-auto","67'800","3018","null","269","weiss"
"1669622809-2012","https://www.autolina.ch/elektro-auto","72'980","3018","null","292","grau"
"1669622809-2013","https://www.autolina.ch/elektro-auto","60'298","4922","2022","408","silber"
"1669622809-2014","https://www.autolina.ch/elektro-auto","65'700","8953","2022","242","weiss"
"1669622809-2015","https://www.autolina.ch/elektro-auto","123'700","8008","null","408","sonstiges"
"1669622809-2016","https://www.autolina.ch/elektro-auto","43'900","8600","2021","204","weiss"
"1669622809-2017","https://www.autolina.ch/elektro-auto","39'900","6900","2021","170","weiss"
"1669622809-2018","https://www.autolina.ch/elektro-auto","39'990","8274","null","136","weiss"
"1669622809-2019","https://www.autolina.ch/elektro-auto","61'990","8274","null","306","grau"
"1669622809-2020","https://www.autolina.ch/elektro-auto","32'500","9500","null","119","weiss"
"1669622809-2021","https://www.autolina.ch/elektro-auto","69'590","9500","null","371","blau"
"1669622809-2022","https://www.autolina.ch/elektro-auto","25'100","9642","null","96","schwarz"
"1669622809-2023","https://www.autolina.ch/elektro-auto","69'590","9642","null","371","grau"
"1669622809-2024","https://www.autolina.ch/elektro-auto","61'800","4132","2022","299","sonstiges"
"1669622809-2025","https://www.autolina.ch/elektro-auto","27'200","9001","null","82","weiss"
"1669622809-2026","https://www.autolina.ch/elektro-auto","40'900","9001","null","122","weiss"
"1669622809-2027","https://www.autolina.ch/elektro-auto","68'300","6340","null","325","gold"
"1669622809-2028","https://www.autolina.ch/elektro-auto","68'300","6340","null","325","gold"
"1669622809-2029","https://www.autolina.ch/elektro-auto","59'950","6340","null","229","anthrazit"
"1669622809-2030","https://www.autolina.ch/elektro-auto","59'750","6340","null","229","schwarz"
"1669622809-2031","https://www.autolina.ch/elektro-auto","59'750","6340","null","229","schwarz"
"1669622809-2032","https://www.autolina.ch/elektro-auto","40'900","6340","2020","204","weiss"
"1669622809-2033","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grün"
"1669622809-2034","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","weiss"
"1669622809-2035","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","weiss"
"1669622809-2036","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grau"
"1669622809-2037","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2038","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2039","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","weiss"
"1669622809-2040","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2041","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","weiss"
"1669622809-2042","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2043","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2044","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2045","https://www.autolina.ch/elektro-auto","67'750","6340","null","325","schwarz"
"1669622809-2046","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grau"
"1669622809-2047","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grau"
"1669622809-2048","https://www.autolina.ch/elektro-auto","59'950","6340","null","229","anthrazit"
"1669622809-2049","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grau"
"1669622809-2050","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grau"
"1669622809-2051","https://www.autolina.ch/elektro-auto","67'750","6340","null","325","schwarz"
"1669622809-2052","https://www.autolina.ch/elektro-auto","67'750","6340","null","325","schwarz"
"1669622809-2053","https://www.autolina.ch/elektro-auto","67'750","6340","null","325","schwarz"
"1669622809-2054","https://www.autolina.ch/elektro-auto","68'300","6340","null","325","gold"
"1669622809-2055","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","grün"
"1669622809-2056","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2057","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2058","https://www.autolina.ch/elektro-auto","68'900","6340","null","325","schwarz"
"1669622809-2059","https://www.autolina.ch/elektro-auto","50'699","6403","null","136","grau"
"1669622809-2060","https://www.autolina.ch/elektro-auto","66'990","8048","2022","265","sonstiges"
"1669622809-2061","https://www.autolina.ch/elektro-auto","49'800","7000","null","204","weiss"
"1669622809-2062","https://www.autolina.ch/elektro-auto","45'000","7000","null","204","weiss"
"1669622809-2063","https://www.autolina.ch/elektro-auto","45'700","7000","null","204","blau"
"1669622809-2064","https://www.autolina.ch/elektro-auto","85'000","7075","2019","360","schwarz"
"1669622809-2065","https://www.autolina.ch/elektro-auto","61'900","7075","2022","269","weiss"
"1669622809-2066","https://www.autolina.ch/elektro-auto","79'900","7075","2022","487","schwarz"
"1669622809-2067","https://www.autolina.ch/elektro-auto","41'900","6064","2022","204","weiss"
"1669622809-2068","https://www.autolina.ch/elektro-auto","41'950","5033","2022","218","weiss"
"1669622809-2069","https://www.autolina.ch/elektro-auto","47'100","5033","null","122","weiss"
"1669622809-2070","https://www.autolina.ch/elektro-auto","44'527","5033","2022","122","weiss"
"1669622809-2071","https://www.autolina.ch/elektro-auto","46'800","5033","2022","218","blau"
"1669622809-2072","https://www.autolina.ch/elektro-auto","45'700","5033","2019","77","weiss"
"1669622809-2073","https://www.autolina.ch/elektro-auto","39'769","5033","2022","136","grau"
"1669622809-2074","https://www.autolina.ch/elektro-auto","50'569","5033","2022","218","grau"
"1669622809-2075","https://www.autolina.ch/elektro-auto","35'800","8500","null","136","weiss"
"1669622809-2076","https://www.autolina.ch/elektro-auto","34'400","8280","2022","136","weiss"
"1669622809-2077","https://www.autolina.ch/elektro-auto","48'950","6030","null","218","blau"
"1669622809-2078","https://www.autolina.ch/elektro-auto","35'000","6130","2022","136","schwarz"
"1669622809-2079","https://www.autolina.ch/elektro-auto","32'990","5033","2020","145","weiss"
"1669622809-2080","https://www.autolina.ch/elektro-auto","94'990","8184","2022","408","weiss"
"1669622809-2081","https://www.autolina.ch/elektro-auto","52'900","6330","null","204","sonstiges"
"1669622809-2082","https://www.autolina.ch/elektro-auto","71'900","6215","2022","299","weiss"
"1669622809-2083","https://www.autolina.ch/elektro-auto","38'300","8953","null","109","weiss"
"1669622809-2084","https://www.autolina.ch/elektro-auto","38'300","8953","null","109","weiss"
"1669622809-2085","https://www.autolina.ch/elektro-auto","24'700","8953","2020","145","grau"
"1669622809-2086","https://www.autolina.ch/elektro-auto","42'470","8953","null","218","grau"
"1669622809-2087","https://www.autolina.ch/elektro-auto","38'540","8953","null","150","rot"
"1669622809-2088","https://www.autolina.ch/elektro-auto","36'900","8953","null","109","weiss"
"1669622809-2089","https://www.autolina.ch/elektro-auto","38'300","8953","null","109","weiss"
"1669622809-2090","https://www.autolina.ch/elektro-auto","36'700","8953","null","109","weiss"
"1669622809-2091","https://www.autolina.ch/elektro-auto","36'700","8953","null","109","weiss"
"1669622809-2092","https://www.autolina.ch/elektro-auto","38'300","8953","null","109","weiss"
"1669622809-2093","https://www.autolina.ch/elektro-auto","42'900","6064","2022","204","weiss"
"1669622809-2094","https://www.autolina.ch/elektro-auto","32'990","5033","2020","145","weiss"
"1669622809-2095","https://www.autolina.ch/elektro-auto","94'990","8184","2022","408","weiss"
"1669622809-2096","https://www.autolina.ch/elektro-auto","68'990","5070","null","299","sonstiges"
"1669622809-2097","https://www.autolina.ch/elektro-auto","70'560","5070","null","299","sonstiges"
"1669622809-2098","https://www.autolina.ch/elektro-auto","69'890","8754","2022","299","grau"
"1669622809-2099","https://www.autolina.ch/elektro-auto","42'680","6331","null","122","weiss"
"1669622809-2100","https://www.autolina.ch/elektro-auto","46'990","1121","2022","136","weiss"
"1669622809-2101","https://www.autolina.ch/elektro-auto","40'900","9001","null","122","weiss"
"1669622809-2102","https://www.autolina.ch/elektro-auto","68'500","6330","2022","170","sonstiges"
"1669622809-2103","https://www.autolina.ch/elektro-auto","51'900","6014","2022","136","weiss"
"1669622809-2104","https://www.autolina.ch/elektro-auto","39'926","6030","null","122","weiss"
"1669622809-2105","https://www.autolina.ch/elektro-auto","48'950","6030","null","218","grau"
"1669622809-2106","https://www.autolina.ch/elektro-auto","49'000","5614","2022","218","schwarz"
"1669622809-2107","https://www.autolina.ch/elektro-auto","37'500","5614","null","122","weiss"
"1669622809-2108","https://www.autolina.ch/elektro-auto","49'000","5614","null","218","schwarz"
"1669622809-2109","https://www.autolina.ch/elektro-auto","43'200","6170","null","122","weiss"
"1669622809-2110","https://www.autolina.ch/elektro-auto","66'190","8032","null","299","sonstiges"
"1669622809-2111","https://www.autolina.ch/elektro-auto","57'550","6208","null","170","sonstiges"
"1669622809-2112","https://www.autolina.ch/elektro-auto","38'111","8404","null","122","weiss"
"1669622809-2113","https://www.autolina.ch/elektro-auto","55'070","6010","2022","170","schwarz"
"1669622809-2114","https://www.autolina.ch/elektro-auto","33'500","5312","2022","136","grau"
"1669622809-2115","https://www.autolina.ch/elektro-auto","89'900","6370","2022","408","schwarz"
"1669622809-2116","https://www.autolina.ch/elektro-auto","71'900","1219","2022","299","schwarz"
"1669622809-2117","https://www.autolina.ch/elektro-auto","37'888","8404","null","122","weiss"
"1669622809-2118","https://www.autolina.ch/elektro-auto","67'950","3714","2022","299","schwarz"
"1669622809-2119","https://www.autolina.ch/elektro-auto","38'950","6014","null","136","weiss"
"1669622809-2120","https://www.autolina.ch/elektro-auto","70'850","9050","2022","299","blau"
"1669622809-2121","https://www.autolina.ch/elektro-auto","53'640","9300","null","204","sonstiges"
"1669622809-2122","https://www.autolina.ch/elektro-auto","39'555","8404","null","122","grau"
"1669622809-2123","https://www.autolina.ch/elektro-auto","36'666","8404","null","122","grün"
"1669622809-2124","https://www.autolina.ch/elektro-auto","79'970","8406","2022","299","sonstiges"
"1669622809-2125","https://www.autolina.ch/elektro-auto","78'970","8406","2022","299","blau"
"1669622809-2126","https://www.autolina.ch/elektro-auto","65'750","8712","2022","299","weiss"
"1669622809-2127","https://www.autolina.ch/elektro-auto","63'500","6330","2021","265","schwarz"
"1669622809-2128","https://www.autolina.ch/elektro-auto","69'900","3770","2022","299","silber"
"1669622809-2129","https://www.autolina.ch/elektro-auto","37'300","4900","2020","204","weiss"
"1669622809-2130","https://www.autolina.ch/elektro-auto","69'960","1216","null","229","sonstiges"
"1669622809-2131","https://www.autolina.ch/elektro-auto","95'400","1260","null","408","sonstiges"
"1669622809-2132","https://www.autolina.ch/elektro-auto","98'500","5070","null","408","schwarz"
"1669622809-2133","https://www.autolina.ch/elektro-auto","43'400","9403","null","204","grau"
"1669622809-2134","https://www.autolina.ch/elektro-auto","49'800","8706","2022","184","beige"
"1669622809-2135","https://www.autolina.ch/elektro-auto","62'616","5610","null","184","weiss"
"1669622809-2136","https://www.autolina.ch/elektro-auto","35'400","9245","null","150","weiss"
"1669622809-2137","https://www.autolina.ch/elektro-auto","57'850","1870","null","170","weiss"
"1669622809-2138","https://www.autolina.ch/elektro-auto","38'400","9490","null","136","weiss"
"1669622809-2139","https://www.autolina.ch/elektro-auto","39'250","8570","null","136","grau"
"1669622809-2140","https://www.autolina.ch/elektro-auto","37'710","1121","null","136","grau"
"1669622809-2141","https://www.autolina.ch/elektro-auto","66'900","1219","2022","299","silber"
"1669622809-2142","https://www.autolina.ch/elektro-auto","51'888","8048","null","170","sonstiges"
"1669622809-2143","https://www.autolina.ch/elektro-auto","35'800","8500","2022","136","rot"
"1669622809-2144","https://www.autolina.ch/elektro-auto","99'000","8304","null","408","blau"
"1669622809-2145","https://www.autolina.ch/elektro-auto","81'800","8304","null","292","grau"
"1669622809-2146","https://www.autolina.ch/elektro-auto","41'227","3322","null","122","weiss"
"1669622809-2147","https://www.autolina.ch/elektro-auto","49'990","4053","2022","204","blau"
"1669622809-2148","https://www.autolina.ch/elektro-auto","33'300","5102","2022","136","silber"
"1669622809-2149","https://www.autolina.ch/elektro-auto","149'990","4310","null","476","grau"
"1669622809-2150","https://www.autolina.ch/elektro-auto","18'850","3960","null","16","weiss"
"1669622809-2151","https://www.autolina.ch/elektro-auto","38'800","8406","null","136","rot"
"1669622809-2152","https://www.autolina.ch/elektro-auto","38'500","7323","2021","184","weiss"
"1669622809-2153","https://www.autolina.ch/elektro-auto","41'750","9322","null","136","grau"
"1669622809-2154","https://www.autolina.ch/elektro-auto","37'800","9322","null","136","rot"
"1669622809-2155","https://www.autolina.ch/elektro-auto","40'900","8404","null","184","silber"
"1669622809-2156","https://www.autolina.ch/elektro-auto","137'300","8623","null","476","weiss"
"1669622809-2157","https://www.autolina.ch/elektro-auto","50'880","9542","null","204","grau"
"1669622809-2158","https://www.autolina.ch/elektro-auto","62'980","9542","null","300","rot"
"1669622809-2159","https://www.autolina.ch/elektro-auto","55'990","9542","null","204","rot"
"1669622809-2160","https://www.autolina.ch/elektro-auto","58'550","9542","null","204","weiss"
"1669622809-2161","https://www.autolina.ch/elektro-auto","85'900","9542","2021","503","weiss"
"1669622809-2162","https://www.autolina.ch/elektro-auto","38'100","3072","null","136","braun"
"1669622809-2163","https://www.autolina.ch/elektro-auto","38'900","3072","null","136","grau"
"1669622809-2164","https://www.autolina.ch/elektro-auto","104'070","6010","2022","408","grau"
"1669622809-2165","https://www.autolina.ch/elektro-auto","20'790","8500","null","45","schwarz"
"1669622809-2166","https://www.autolina.ch/elektro-auto","29'700","6030","2022","136","weiss"
"1669622809-2167","https://www.autolina.ch/elektro-auto","52'320","8910","null","136","weiss"
"1669622809-2168","https://www.autolina.ch/elektro-auto","79'490","8645","2021","299","sonstiges"
"1669622809-2169","https://www.autolina.ch/elektro-auto","65'990","8304","2022","242","schwarz"
"1669622809-2170","https://www.autolina.ch/elektro-auto","36'450","4416","null","136","rot"
"1669622809-2171","https://www.autolina.ch/elektro-auto","35'990","2540","null","136","weiss"
"1669622809-2172","https://www.autolina.ch/elektro-auto","47'900","8610","2022","204","sonstiges"
"1669622809-2173","https://www.autolina.ch/elektro-auto","42'726","4922","null","122","weiss"
"1669622809-2174","https://www.autolina.ch/elektro-auto","41'110","3232","null","136","weiss"
"1669622809-2175","https://www.autolina.ch/elektro-auto","32'400","6014","2022","136","weiss"
"1669622809-2176","https://www.autolina.ch/elektro-auto","36'490","3232","2022","136","weiss"
"1669622809-2177","https://www.autolina.ch/elektro-auto","23'333","8400","2020","136","weiss"
"1669622809-2178","https://www.autolina.ch/elektro-auto","69'999","6343","null","266","weiss"
"1669622809-2179","https://www.autolina.ch/elektro-auto","65'900","6010","2022","242","weiss"
"1669622809-2180","https://www.autolina.ch/elektro-auto","49'888","8048","null","170","sonstiges"
"1669622809-2181","https://www.autolina.ch/elektro-auto","50'888","8048","null","170","sonstiges"
"1669622809-2182","https://www.autolina.ch/elektro-auto","59'350","6370","null","204","blau"
"1669622809-2183","https://www.autolina.ch/elektro-auto","54'900","7180","2022","306","weiss"
"1669622809-2184","https://www.autolina.ch/elektro-auto","35'900","1800","2022","136","weiss"
"1669622809-2185","https://www.autolina.ch/elektro-auto","37'180","1800","null","136","schwarz"
"1669622809-2186","https://www.autolina.ch/elektro-auto","165'000","8117","2021","761","weiss"
"1669622809-2187","https://www.autolina.ch/elektro-auto","37'990","9450","2021","136","grau"
"1669622809-2188","https://www.autolina.ch/elektro-auto","41'900","2802","null","204","blau"
"1669622809-2189","https://www.autolina.ch/elektro-auto","21'500","3613","2015","115","weiss"
"1669622809-2190","https://www.autolina.ch/elektro-auto","93'900","1227","null","408","schwarz"
"1669622809-2191","https://www.autolina.ch/elektro-auto","35'490","1400","null","118","pink"
"1669622809-2192","https://www.autolina.ch/elektro-auto","62'540","1245","null","170","schwarz"
"1669622809-2193","https://www.autolina.ch/elektro-auto","110'900","1224","null","408","schwarz"
"1669622809-2194","https://www.autolina.ch/elektro-auto","124'900","1224","null","476","anthrazit"
"1669622809-2195","https://www.autolina.ch/elektro-auto","83'800","8750","null","340","weiss"
"1669622809-2196","https://www.autolina.ch/elektro-auto","115'900","8750","null","327","anthrazit"
"1669622809-2197","https://www.autolina.ch/elektro-auto","23'900","8152","2022","82","schwarz"
"1669622809-2198","https://www.autolina.ch/elektro-auto","39'990","8917","null","122","weiss"
"1669622809-2199","https://www.autolina.ch/elektro-auto","57'100","6010","null","170","schwarz"
"1669622809-2200","https://www.autolina.ch/elektro-auto","55'230","6010","null","170","schwarz"
"1669622809-2201","https://www.autolina.ch/elektro-auto","58'784","8500","null","136","weiss"
"1669622809-2202","https://www.autolina.ch/elektro-auto","54'800","4900","2020","513","grau"
"1669622809-2203","https://www.autolina.ch/elektro-auto","98'000","1260","null","408","sonstiges"
"1669622809-2204","https://www.autolina.ch/elektro-auto","41'350","9300","2020","204","weiss"
"1669622809-2205","https://www.autolina.ch/elektro-auto","46'450","8353","2022","204","grau"
"1669622809-2206","https://www.autolina.ch/elektro-auto","61'900","3053","null","204","sonstiges"
"1669622809-2207","https://www.autolina.ch/elektro-auto","63'400","3053","null","204","sonstiges"
"1669622809-2208","https://www.autolina.ch/elektro-auto","41'750","2504","2021","170","weiss"
"1669622809-2209","https://www.autolina.ch/elektro-auto","38'557","5072","null","122","weiss"
"1669622809-2210","https://www.autolina.ch/elektro-auto","65'900","3946","2022","299","grau"
"1669622809-2211","https://www.autolina.ch/elektro-auto","69'900","6932","2019","408","blau"
"1669622809-2212","https://www.autolina.ch/elektro-auto","40'449","2043","2022","136","weiss"
"1669622809-2213","https://www.autolina.ch/elektro-auto","44'638","1860","null","136","weiss"
"1669622809-2214","https://www.autolina.ch/elektro-auto","129'350","1814","null","476","grau"
"1669622809-2215","https://www.autolina.ch/elektro-auto","17'500","6674","2016","82","weiss"
"1669622809-2216","https://www.autolina.ch/elektro-auto","89'900","1032","null","17","grau"
"1669622809-2217","https://www.autolina.ch/elektro-auto","87'900","1032","2019","796","schwarz"
"1669622809-2218","https://www.autolina.ch/elektro-auto","82'900","1772","null","601","sonstiges"
"1669622809-2219","https://www.autolina.ch/elektro-auto","39'033","6600","null","136","weiss"
"1669622809-2220","https://www.autolina.ch/elektro-auto","72'900","1228","null","534","schwarz"
"1669622809-2221","https://www.autolina.ch/elektro-auto","60'900","1228","null","534","weiss"
"1669622809-2222","https://www.autolina.ch/elektro-auto","22'900","8305","2018","170","silber"
"1669622809-2223","https://www.autolina.ch/elektro-auto","56'300","8408","null","229","grau"
"1669622809-2224","https://www.autolina.ch/elektro-auto","47'900","5436","2021","204","silber"
"1669622809-2225","https://www.autolina.ch/elektro-auto","37'900","9500","2020","204","weiss"
"1669622809-2226","https://www.autolina.ch/elektro-auto","48'990","8645","2021","204","sonstiges"
"1669622809-2227","https://www.autolina.ch/elektro-auto","80'350","1870","null","266","schwarz"
"1669622809-2228","https://www.autolina.ch/elektro-auto","52'500","8280","2021","204","sonstiges"
"1669622809-2229","https://www.autolina.ch/elektro-auto","35'480","6021","null","118","grau"
"1669622809-2230","https://www.autolina.ch/elektro-auto","31'990","4133","2020","184","schwarz"
"1669622809-2231","https://www.autolina.ch/elektro-auto","35'350","6030","2022","136","weiss"
"1669622809-2232","https://www.autolina.ch/elektro-auto","39'990","4663","null","136","rot"
"1669622809-2233","https://www.autolina.ch/elektro-auto","92'600","7270","2022","408","schwarz"
"1669622809-2234","https://www.autolina.ch/elektro-auto","67'810","4501","2022","299","sonstiges"
"1669622809-2235","https://www.autolina.ch/elektro-auto","38'042","6010","null","122","weiss"
"1669622809-2236","https://www.autolina.ch/elektro-auto","40'712","6010","null","122","weiss"
"1669622809-2237","https://www.autolina.ch/elektro-auto","41'228","6010","null","122","weiss"
"1669622809-2238","https://www.autolina.ch/elektro-auto","41'228","6010","null","122","weiss"
"1669622809-2239","https://www.autolina.ch/elektro-auto","38'740","8117","null","118","weiss"
"1669622809-2240","https://www.autolina.ch/elektro-auto","34'680","8865","null","118","weiss"
"1669622809-2241","https://www.autolina.ch/elektro-auto","69'520","8580","2022","299","sonstiges"
"1669622809-2242","https://www.autolina.ch/elektro-auto","61'900","4132","null","299","sonstiges"
"1669622809-2243","https://www.autolina.ch/elektro-auto","46'300","6030","null","218","blau"
"1669622809-2244","https://www.autolina.ch/elektro-auto","57'900","6215","2019","313","schwarz"
"1669622809-2245","https://www.autolina.ch/elektro-auto","36'200","9245","2021","218","schwarz"
"1669622809-2246","https://www.autolina.ch/elektro-auto","47'100","1723","null","218","grau"
"1669622809-2247","https://www.autolina.ch/elektro-auto","62'900","9015","2021","204","sonstiges"
"1669622809-2248","https://www.autolina.ch/elektro-auto","35'480","4053","null","119","grau"
"1669622809-2249","https://www.autolina.ch/elektro-auto","36'740","4053","null","119","blau"
"1669622809-2250","https://www.autolina.ch/elektro-auto","75'800","8853","null","204","silber"
"1669622809-2251","https://www.autolina.ch/elektro-auto","85'000","8008","2022","299","schwarz"
"1669622809-2252","https://www.autolina.ch/elektro-auto","49'120","8630","2022","204","weiss"
"1669622809-2253","https://www.autolina.ch/elektro-auto","47'400","1700","null","136","weiss"
"1669622809-2254","https://www.autolina.ch/elektro-auto","25'800","4528","2018","184","schwarz"
"1669622809-2255","https://www.autolina.ch/elektro-auto","66'888","8404","2022","242","weiss"
"1669622809-2256","https://www.autolina.ch/elektro-auto","36'990","4512","null","136","grau"
"1669622809-2257","https://www.autolina.ch/elektro-auto","87'112","9200","null","299","blau"
"1669622809-2258","https://www.autolina.ch/elektro-auto","61'010","9001","2022","305","grau"
"1669622809-2259","https://www.autolina.ch/elektro-auto","71'900","1163","2022","313","schwarz"
"1669622809-2260","https://www.autolina.ch/elektro-auto","117'990","8645","2021","476","schwarz"
"1669622809-2261","https://www.autolina.ch/elektro-auto","71'290","8645","2021","299","blau"
"1669622809-2262","https://www.autolina.ch/elektro-auto","79'900","8645","2021","408","weiss"
"1669622809-2263","https://www.autolina.ch/elektro-auto","47'990","6110","2022","204","grau"
"1669622809-2264","https://www.autolina.ch/elektro-auto","32'900","6014","2022","136","gelb"
"1669622809-2265","https://www.autolina.ch/elektro-auto","35'760","4665","null","118","grau"
"1669622809-2266","https://www.autolina.ch/elektro-auto","66'095","4053","2022","242","schwarz"
"1669622809-2267","https://www.autolina.ch/elektro-auto","26'300","8304","null","82","weiss"
"1669622809-2268","https://www.autolina.ch/elektro-auto","84'150","1870","null","299","schwarz"
"1669622809-2269","https://www.autolina.ch/elektro-auto","59'950","6035","null","204","sonstiges"
"1669622809-2270","https://www.autolina.ch/elektro-auto","55'850","6035","null","174","blau"
"1669622809-2271","https://www.autolina.ch/elektro-auto","37'761","3608","null","136","weiss"
"1669622809-2272","https://www.autolina.ch/elektro-auto","58'600","5000","2022","299","blau"
"1669622809-2273","https://www.autolina.ch/elektro-auto","46'890","9542","2022","136","weiss"
"1669622809-2274","https://www.autolina.ch/elektro-auto","46'900","8472","2021","269","schwarz"
"1669622809-2275","https://www.autolina.ch/elektro-auto","49'250","1723","2022","218","grau"
"1669622809-2276","https://www.autolina.ch/elektro-auto","67'640","9100","2022","242","grün"
"1669622809-2277","https://www.autolina.ch/elektro-auto","19'900","5502","2017","180","weiss"
"1669622809-2278","https://www.autolina.ch/elektro-auto","54'000","5417","null","232","weiss"
"1669622809-2279","https://www.autolina.ch/elektro-auto","13'495","8452","2018","67","blau"
"1669622809-2280","https://www.autolina.ch/elektro-auto","28'700","5745","2020","146","rot"
"1669622809-2281","https://www.autolina.ch/elektro-auto","68'900","8302","null","160","weiss"
"1669622809-2282","https://www.autolina.ch/elektro-auto","42'900","5070","null","136","weiss"
"1669622809-2283","https://www.autolina.ch/elektro-auto","60'500","5036","null","300","blau"
"1669622809-2284","https://www.autolina.ch/elektro-auto","35'500","4663","null","136","weiss"
"1669622809-2285","https://www.autolina.ch/elektro-auto","72'000","9300","null","299","weiss"
"1669622809-2286","https://www.autolina.ch/elektro-auto","49'800","5405","2022","218","schwarz"
"1669622809-2287","https://www.autolina.ch/elektro-auto","65'800","8754","2022","265","blau"
"1669622809-2288","https://www.autolina.ch/elektro-auto","44'950","6370","null","204","sonstiges"
"1669622809-2289","https://www.autolina.ch/elektro-auto","39'600","3213","2021","204","blau"
"1669622809-2290","https://www.autolina.ch/elektro-auto","39'898","5723","2020","145","weiss"
"1669622809-2291","https://www.autolina.ch/elektro-auto","64'970","8280","2022","204","sonstiges"
"1669622809-2292","https://www.autolina.ch/elektro-auto","43'769","8320","null","122","weiss"
"1669622809-2293","https://www.autolina.ch/elektro-auto","51'000","8320","2022","218","silber"
"1669622809-2294","https://www.autolina.ch/elektro-auto","33'900","8320","2022","136","rot"
"1669622809-2295","https://www.autolina.ch/elektro-auto","54'900","8610","null","204","sonstiges"
"1669622809-2296","https://www.autolina.ch/elektro-auto","139'800","8500","2021","523","silber"
"1669622809-2297","https://www.autolina.ch/elektro-auto","69'970","8406","2022","204","schwarz"
"1669622809-2298","https://www.autolina.ch/elektro-auto","79'490","8645","2020","503","blau"
"1669622809-2299","https://www.autolina.ch/elektro-auto","59'900","8600","2022","170","schwarz"
"1669622809-2300","https://www.autolina.ch/elektro-auto","39'900","8580","2020","136","weiss"
"1669622809-2301","https://www.autolina.ch/elektro-auto","50'350","4654","null","218","grau"
"1669622809-2302","https://www.autolina.ch/elektro-auto","35'480","8865","null","118","grau"
"1669622809-2303","https://www.autolina.ch/elektro-auto","40'340","6331","null","122","weiss"
"1669622809-2304","https://www.autolina.ch/elektro-auto","86'020","8134","null","340","bordeaux"
"1669622809-2305","https://www.autolina.ch/elektro-auto","38'900","9244","2021","204","grau"
"1669622809-2306","https://www.autolina.ch/elektro-auto","42'900","5621","2020","204","grau"
